ค้ดม,ด๚ฏธ,ด๚ถต,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/7/30,จFณภ,SO2,2.8,2.9,3.5,3.4,2.4,2.1,2.4,2.6,2.8,3.1,2.6,3.3,3,2.8,2.7,2.7,2,2.1,2.6,3.3,3.7,3.6,2.8,2.6
2018/7/31,จFณภ,CO,0.17,0.15,0.14,0.14,0.16,0.16,0.24,0.28,0.23,0.22,0.19,0.17,0.18,0.18,0.18,0.18,0.19,0.29,0.29,0.3,0.31,0.32,0.27,0.24
2018/7/31,จFณภ,NOx,8.4,8,7.4,6.8,9,10,13,12,9.2,9.6,7.1,7.2,6.5,5.7,7,6.9,7,9.8,11,11,9.9,12,9.1,8.8
2018/7/31,จFณภ,O3,16,14,14,13,9.7,9.7,11,17,20,29,40,38,42,46,47,40,38,36,34,31,29,25,28,31
2018/7/31,จFณภ,PM10,22,21,20,19,21,20,18,16,17,24,29,34,35,28,28,33,33,34,37,41,43,43,40,38
2018/7/31,จFณภ,SO2,2.4,2.3,2.1,3.2,2.4,2.5,3.3,2.6,2.5,2.2,2.3,3.2,2.8,3.3,3.3,2.8,2.9,2.9,3.5,4.5,4.8,3.9,3.5,3.4
2018/8/1,จFณภ,CO,0.21,0.14,0.13,0.13,0.12,0.13,0.18,0.25,0.24,0.2,0.2,0.19,0.14,0.14,0.14,0.15,0.18,0.19,0.2,0.21,0.21,0.25,0.22,0.2
2018/8/1,จFณภ,NOx,8,6.6,5.9,5.6,6.2,5.7,8.4,11,11,9.1,8.1,8.8,6.7,NA,NA,7.2,7.8,9.4,8.4,8.5,9,9.8,7.8,7.8
2018/8/1,จFณภ,O3,33,33,30,28,26,23,20,17,20,31,41,43,38,38,40,40,39,38,32,29,28,27,30,27
2018/8/1,จFณภ,PM10,41,40,34,37,37,34,34,34,36,31,31,38,42,NA,41,40,41,43,43,38,32,34,37,34
2018/8/1,จFณภ,SO2,2.5,2.6,2.4,2.5,2.2,2.1,2.3,2.4,2.4,2.2,2.2,2.2,2.4,2.5,2.6,2.4,2.6,3.2,2.7,3.9,3.2,2.7,2.5,2.7
2018/8/2,จFณภ,CO,0.16,0.13,0.14,0.14,0.13,0.14,0.2,0.32,0.35,0.24,0.29,0.21,0.25,0.2,0.22,0.17,0.16,0.2,0.24,0.29,0.35,0.28,0.23,0.2
2018/8/2,จFณภ,NOx,5.8,5.7,5.3,5.9,6.1,6.1,8.2,14,22,14,16,9.5,11,11,11,8.5,9.1,10,9.3,10,15,13,9,9.4
2018/8/2,จFณภ,O3,29,28,27,26,25,23,27,23,14,17,20,31,44,35,42,37,33,26,29,28,20,21,22,20
2018/8/2,จFณภ,PM10,31,34,34,34,36,35,26,16,19,23,30,29,23,22,23,27,29,25,19,21,25,26,27,27
2018/8/2,จFณภ,SO2,2.8,1.5,1.5,1.7,1.4,1.1,0.3,0.5,1.4,1.4,1.5,1.4,1.8,1.1,1.4,2.8,2.3,2,2.1,1.4,1.7,1.7,1.7,1.7
2018/8/3,จFณภ,CO,0.18,0.12,0.12,0.11,0.11,0.14,0.2,0.32,0.26,0.25,0.21,0.18,0.18,0.13,0.18,0.15,0.21,0.34,0.4,0.37,0.31,0.29,0.33,0.29
2018/8/3,จFณภ,NOx,8.4,9.6,9.5,8,7.2,11,14,18,14,13,12,9.5,9.4,8.5,13,12,16,18,21,21,16,15,16,15
2018/8/3,จFณภ,O3,20,20,18,19,20,13,11,13,21,27,28,30,28,33,26,19,18,16,11,9.9,13,13,12,12
2018/8/3,จFณภ,PM10,26,22,18,16,17,15,17,23,23,21,25,31,26,21,24,25,20,24,27,27,27,24,21,21
2018/8/3,จFณภ,SO2,1.6,1.8,1.4,1.2,1.2,1.2,1.4,1.5,2.3,2.2,1.6,1.6,1.6,2.2,2.3,1.2,1.3,2.1,2.1,2.2,2.6,2.6,2.6,2.6
2018/8/4,จFณภ,CO,0.29,0.18,0.16,0.14,0.12,0.13,0.17,0.2,0.18,0.22,0.17,0.19,0.37,0.28,0.13,0.12,0.13,0.18,0.25,0.29,0.31,0.32,0.32,0.29
2018/8/4,จFณภ,NOx,16,8.6,8.4,8.3,9,9,7,9.9,8.6,7.6,5.9,6.7,14,10,4.5,5.3,7.9,13,9.5,13,14,16,13,12
2018/8/4,จFณภ,O3,6.4,8.3,8,7.1,9.7,7.3,9.6,14,22,32,37,52,37,31,32,32,31,25,23,23,21,20,20,19
2018/8/4,จFณภ,PM10,23,20,19,19,16,15,16,20,20,22,23,27,34,35,33,23,19,23,27,25,26,31,30,23
2018/8/4,จFณภ,SO2,1.9,1.8,1.6,1.7,1.5,1.4,1.1,1.1,1.3,1.5,1.4,3.1,8,5.2,2.2,1.9,3.3,4,3.4,1.7,1.5,2.6,2.6,2.1
2018/8/5,จFณภ,CO,0.23,0.2,0.24,0.22,0.16,0.26,0.27,0.29,0.3,0.25,0.17,0.2,0.14,0.12,0.12,0.11,0.14,0.22,0.28,0.44,0.56,0.43,0.47,0.44
2018/8/5,จFณภ,NOx,13,15,12,11,11,17,16,25,13,10,6.8,7.6,6.5,5.7,5.3,4.4,4.8,11,16,32,40,24,25,22
2018/8/5,จFณภ,O3,18,19,15,13,16,6.8,12,18,30,36,46,47,39,40,38,38,41,36,29,13,6,14,10,9.9
2018/8/5,จFณภ,PM10,19,17,18,24,22,20,22,28,31,29,28,26,22,21,18,15,19,24,19,23,31,25,22,22
2018/8/5,จFณภ,SO2,3.3,2.1,2,2.1,2.4,2.4,2.6,3.2,3.6,4.5,3,2,2.4,2,1.8,1.6,1.9,1.5,1.1,2,2.2,2.4,2.4,2.3
2018/8/6,จFณภ,CO,0.4,0.3,0.21,0.14,0.16,0.15,0.3,0.45,0.6,0.37,0.28,0.2,0.15,0.11,0.1,0.14,0.13,0.17,0.18,0.12,0.14,0.25,0.29,0.29
2018/8/6,จFณภ,NOx,19,15,10,6.1,7.8,9.2,23,33,22,16,11,6.8,5.2,4,4.1,4.1,4.9,5.7,6.4,4.3,4.9,15,16,15
2018/8/6,จFณภ,O3,13,13,16,18,14,18,10,13,25,36,48,52,50,45,41,41,39,33,31,37,43,27,23,21
2018/8/6,จFณภ,PM10,19,19,20,19,18,18,17,21,32,35,37,35,29,26,22,27,28,22,22,21,23,23,26,32
2018/8/6,จFณภ,SO2,2.3,1.7,1.6,1.6,1.3,1.4,1.3,2.1,6.4,5.1,4.5,2.6,1.4,1.3,1.4,1.4,1.6,1,1.2,1.3,1.8,1.7,2.2,2.7
2018/8/7,จFณภ,CO,0.18,0.14,0.14,0.13,0.17,0.16,0.22,0.34,0.3,0.24,0.27,0.42,0.34,0.26,0.18,0.19,0.17,0.18,0.18,0.21,0.19,0.38,0.38,0.3
2018/8/7,จFณภ,NOx,8.9,5.3,5.6,5.4,9.3,10,11,16,14,10,12,19,16,13,8.6,4.5,5.2,6.8,7.1,7.6,8.6,16,15,12
2018/8/7,จFณภ,O3,31,39,36,34,27,25,26,28,35,45,58,42,45,48,48,65,49,25,19,18,17,20,31,26
2018/8/7,จFณภ,PM10,27,19,16,17,20,20,19,22,23,25,31,36,33,33,33,35,39,29,23,25,24,27,36,40
2018/8/7,จFณภ,SO2,2.4,1.7,2.6,2.4,1.5,1.6,1.8,2,2.5,2.3,3.7,8.9,11,9.9,4.3,2.5,2.2,1.5,1.5,1.3,1.6,3.4,4.3,3.7
2018/8/8,จFณภ,CO,0.21,0.17,0.16,0.15,0.16,0.21,0.26,0.36,0.25,0.2,0.2,0.16,0.16,0.15,0.13,0.15,0.22,0.2,0.22,0.21,0.21,0.2,0.32,0.31
2018/8/8,จFณภ,NOx,8.3,8.3,8.2,8,8.7,11,13,15,12,8.9,10,8.1,6.7,7.2,7.9,4.6,7.3,8.3,9.4,12,13,13,18,16
2018/8/8,จFณภ,O3,30,30,29,27,25,20,19,25,31,39,48,51,54,45,40,50,58,50,41,26,17,16,15,23
2018/8/8,จFณภ,PM10,35,32,29,27,27,28,30,33,32,28,33,40,41,33,29,28,33,36,33,35,29,25,28,38
2018/8/8,จFณภ,SO2,3.1,2.9,2.9,2.7,2.5,2.8,2.7,2.4,2.5,2.1,2.1,2.2,2.1,2.9,2.9,2.1,2.9,1.8,1.7,1.4,1.5,2.2,2.4,3
2018/8/9,จFณภ,CO,0.23,0.16,0.16,0.14,0.14,0.17,0.27,0.3,0.23,0.26,0.45,0.32,0.4,0.46,0.14,0.14,0.15,0.22,0.2,0.24,0.27,0.3,0.41,0.36
2018/8/9,จFณภ,NOx,11,7.8,7.5,7.2,7.9,9.8,14,16,15,13,27,21,20,20,7,5.1,5.3,8.1,8.8,11,15,18,22,17
2018/8/9,จFณภ,O3,26,29,27,25,23,20,18,20,27,39,36,44,48,NA,47,45,48,63,32,23,18,13,13,22
2018/8/9,จFณภ,PM10,40,32,29,27,26,26,29,31,32,36,39,44,51,NA,31,27,22,26,26,24,25,28,36,46
2018/8/9,จFณภ,SO2,3.6,3.1,3,2.9,2.6,2,2.5,3.5,3.5,3,14,9.6,9.5,10,2.6,1.9,2.1,3.1,1.7,2,2.3,2.3,4.2,5.6
2018/8/10,จFณภ,CO,0.3,0.19,0.16,0.17,0.16,0.18,0.24,0.2,0.17,0.21,0.17,0.15,0.13,0.11,0.12,0.14,0.14,0.16,0.18,0.23,0.26,0.33,0.31,0.26
2018/8/10,จFณภ,NOx,14,10,9.6,12,12,11,24,14,8.8,9.4,8,10,7.5,4.7,4.4,5.4,4.7,5.3,6.8,8.4,11,13,19,16
2018/8/10,จFณภ,O3,21,24,24,21,19,21,12,24,31,39,48,48,42,46,50,47,45,45,43,34,30,27,20,22
2018/8/10,จFณภ,PM10,46,41,39,36,35,36,38,38,38,35,33,34,32,25,23,28,32,32,32,34,37,39,44,45
2018/8/10,จFณภ,SO2,6,4.2,3.5,2.9,2.9,2.8,3.1,4.2,3.5,3.4,3.1,3.3,3.3,1.9,2.1,1.9,1.6,1.5,2.2,1.8,2.4,2.7,3.2,4.3
2018/8/11,จFณภ,CO,0.2,0.31,0.27,0.29,0.28,0.26,0.25,0.24,0.25,0.32,0.29,0.24,0.24,0.2,0.19,0.17,0.17,0.21,0.21,0.25,0.25,0.26,0.24,0.25
2018/8/11,จFณภ,NOx,10,18,15,18,18,18,16,10,8.9,9.7,8.4,5.8,6.4,6.9,5.5,4.4,5.3,6.6,6.8,8.2,9,11,10,9.5
2018/8/11,จFณภ,O3,28,17,17,11,9.6,12,19,29,36,44,56,57,56,55,55,50,44,44,46,40,36,31,32,29
2018/8/11,จFณภ,PM10,44,50,52,52,52,47,47,51,47,45,50,45,38,35,32,31,32,35,40,39,41,46,44,45
2018/8/11,จFณภ,SO2,4.7,6.4,5.6,4.7,4.1,4.7,4.5,4.3,4,3.6,3.4,3.2,3.2,3.5,2.5,2.1,1.8,1.8,1.9,1.9,2,2,2,3.2
2018/8/12,จFณภ,CO,0.34,0.35,0.36,0.39,0.32,0.29,0.33,0.33,0.35,0.38,0.42,0.38,0.24,0.2,0.21,0.22,0.24,0.27,0.32,0.35,0.44,0.51,0.5,0.39
2018/8/12,จFณภ,NOx,14,13,13,22,10,10,11,12,13,15,15,12,5.9,5,4.4,6,4.2,5.4,7.3,9.7,14,19,17,13
2018/8/12,จFณภ,O3,21,24,25,14,26,24,22,25,33,36,48,56,55,55,54,52,52,52,51,47,37,27,26,28
2018/8/12,จFณภ,PM10,52,47,42,47,47,47,54,55,55,59,65,65,49,33,31,29,22,27,35,37,44,47,45,47
2018/8/12,จFณภ,SO2,3.4,1.6,1.7,1.9,1.8,2.4,2.5,3.8,3,3,6.3,5.2,1.9,1.4,1.1,1.5,1.1,1.5,1.7,2.6,2.6,2.2,2.8,3.1
2018/8/13,จFณภ,CO,0.3,0.22,0.21,0.17,0.17,0.18,0.24,0.23,0.21,0.23,0.29,0.44,0.25,0.21,0.22,0.23,0.27,0.26,0.39,0.43,0.48,0.55,0.46,0.39
2018/8/13,จFณภ,NOx,9.8,7.1,7.9,7.3,8.3,8.3,13,9.7,8.3,9.8,12,17,12,11,13,11,11,16,24,26,21,24,21,19
2018/8/13,จFณภ,O3,34,33,27,24,22,22,21,30,35,43,47,47,54,56,52,49,51,43,25,25,20,15,15,17
2018/8/13,จFณภ,PM10,49,52,51,37,29,31,25,23,23,26,38,45,35,28,29,31,34,20,9,13,12,13,15,17
2018/8/13,จFณภ,SO2,1.8,3.7,4,3.6,3.8,3.3,2.9,2.8,2.7,3,5.4,8.6,6.1,5.1,4.4,4,2.9,1.7,1.8,2,2.5,3.3,3.4,3.7
2018/8/14,จFณภ,CO,0.22,0.23,0.22,0.17,0.18,0.21,0.27,0.24,0.28,0.23,0.19,0.35,0.33,0.24,0.2,0.2,0.26,0.29,0.28,0.3,0.27,0.29,0.27,0.23
2018/8/14,จFณภ,NOx,10,13,12,8.8,10,11,16,14,13,12,11,22,16,12,9.6,9.7,17,16,15,15,13,12,11,9.9
2018/8/14,จFณภ,O3,24,18,17,22,19,19,19,28,39,45,51,45,63,60,68,56,28,27,23,26,28,30,30,29
2018/8/14,จFณภ,PM10,14,13,17,16,16,15,15,11,10,13,15,NA,37,29,25,30,23,13,11,10,10,14,15,13
2018/8/14,จFณภ,SO2,3,2,2.4,2,1.6,0.8,0.8,0.8,1,1,1.6,5.2,5.2,3.6,2.2,0.6,0.5,0.5,0.6,0.9,1.3,1.1,1,1.2
2018/8/15,จFณภ,CO,0.22,0.19,0.2,0.2,0.2,0.22,0.31,0.49,0.37,0.33,0.3,0.26,0.25,0.24,0.25,0.29,0.29,0.4,0.51,0.36,0.37,0.36,0.34,0.34
2018/8/15,จFณภ,NOx,9.3,5.7,8,14,14,13,14,22,15,14,13,12,8.5,8.1,8.4,11,10,16,20,16,15,18,14,13
2018/8/15,จFณภ,O3,28,28,19,12,12,16,14,11,20,24,25,33,43,46,48,45,42,36,28,26,24,17,22,18
2018/8/15,จFณภ,PM10,11,11,13,12,13,12,14,21,23,22,21,21,24,18,16,24,23,20,25,27,21,20,18,20
2018/8/15,จFณภ,SO2,1.9,1.6,1.6,1.6,1.4,1.5,1.9,2.6,2.6,2.5,2.4,2,1.7,1.6,2.1,2.3,1.9,2.1,2.6,2.6,2.9,3,3.2,3.7
2018/8/16,จFณภ,CO,0.31,0.19,0.18,0.21,0.19,0.22,0.27,0.37,0.29,0.29,0.27,0.57,0.61,0.69,0.31,0.21,0.17,0.19,0.23,0.32,0.29,0.25,0.24,0.21
2018/8/16,จFณภ,NOx,12,7.5,8.8,9.4,8.2,13,16,18,14,14,12,24,29,21,10,7.8,8.2,9.1,11,13,13,10,11,11
2018/8/16,จFณภ,O3,16,20,20,18,21,9.9,11,18,25,33,35,20,16,30,57,50,24,25,25,20,22,24,18,16
2018/8/16,จFณภ,PM10,29,29,21,21,24,26,27,24,27,30,30,27,21,28,31,32,32,27,28,28,31,35,33,30
2018/8/16,จFณภ,SO2,3.1,1.8,1.8,2.1,1.9,2.9,1.7,2.2,3.2,2.9,2.2,2.6,3.6,2.7,1.3,1.2,0.8,0.8,1,1.2,1.3,1.4,1.5,1.5
2018/8/17,จFณภ,CO,0.2,0.18,0.16,0.15,0.13,0.15,0.24,0.29,0.27,0.23,0.23,0.22,0.15,0.14,0.15,0.16,0.2,0.23,0.31,0.36,0.33,0.31,0.29,0.22
2018/8/17,จFณภ,NOx,10,7.8,7.5,12,8.8,11,13,14,11,10,8.8,8.7,6.9,7.2,8.9,9,11,13,13,14,14,19,16,9.7
2018/8/17,จFณภ,O3,16,19,19,14,18,17,16,21,30,38,43,42,42,47,46,38,33,22,19,17,15,9.7,12,18
2018/8/17,จFณภ,PM10,30,26,23,25,20,19,22,21,20,18,21,27,30,28,29,32,31,29,26,25,24,23,26,25
2018/8/17,จFณภ,SO2,1.4,1.6,1.6,1.7,1.5,1.6,1.9,2.4,2,2.1,2,1.8,2,2.2,2.3,2.5,2.6,2.3,1.6,1.8,2.1,2.5,2.4,2.4
2018/8/18,จFณภ,CO,0.2,0.23,0.22,0.2,0.21,0.26,0.32,0.29,0.28,0.23,0.21,0.21,0.18,0.15,0.17,0.17,0.28,0.31,0.21,0.39,0.37,0.35,0.35,0.33
2018/8/18,จFณภ,NOx,8.8,12,10,9.4,11,12,12,12,11,8.6,8.9,7.5,4.9,5.2,5.9,7.7,13,15,8.5,19,20,16,14,13
2018/8/18,จFณภ,O3,17,15,16,16,12,14,16,21,28,38,42,43,36,32,38,39,21,19,26,13,12,13,13,12
2018/8/18,จFณภ,PM10,24,24,22,21,25,27,26,22,23,25,27,27,19,18,20,16,18,17,11,12,16,16,19,19
2018/8/18,จFณภ,SO2,2.2,2.2,2,2,2,2.1,2.2,2.8,2.6,1.8,2.2,2.1,1.1,1.2,1.4,1.5,1,0.9,1,1.2,1.4,1.5,1.5,1.6
2018/8/19,จFณภ,CO,0.27,0.26,0.25,0.23,0.22,0.23,0.27,0.27,0.23,0.26,0.23,0.24,0.22,0.13,0.15,0.17,0.23,0.24,0.31,0.3,0.31,0.29,0.27,0.26
2018/8/19,จFณภ,NOx,11,10,9.2,8.7,10,10,11,13,10,8.1,6.5,7.3,6.2,3.9,4.9,4.8,8.4,8.9,12,12,12,11,10,9.6
2018/8/19,จFณภ,O3,14,11,13,13,11,13,12,14,22,33,40,46,60,35,33,31,26,26,22,21,19,19,19,19
2018/8/19,จFณภ,PM10,18,22,24,19,17,17,18,21,21,17,15,23,27,17,15,14,12,16,18,19,21,17,14,13
2018/8/19,จFณภ,SO2,1.7,1.8,1.8,1.6,1.6,1.7,1.9,2.5,2,2.1,1.6,2.9,2.5,1.3,1.4,0.9,0.7,0.8,1,1,1.1,1.2,1.3,1.4
2018/8/20,จFณภ,CO,0.26,0.28,0.28,0.28,0.38,0.43,0.51,0.43,0.31,0.3,0.24,0.25,0.35,0.38,0.31,0.22,0.48,0.33,0.34,0.47,0.42,0.44,0.36,0.3
2018/8/20,จFณภ,NOx,11,12,11,13,28,31,29,19,13,15,10,9.8,13,15,12,12,22,16,14,17,18,20,17,15
2018/8/20,จFณภ,O3,18,15,13,8.7,2.7,4.2,8.2,17,26,37,49,57,60,53,49,51,46,42,35,27,25,16,20,21
2018/8/20,จFณภ,PM10,11,13,10,11,16,19,21,17,12,14,17,21,28,33,30,29,35,37,28,19,18,19,15,15
2018/8/20,จFณภ,SO2,1.6,1.6,1.7,1.9,2.1,2.4,2.6,2.8,2.8,2.6,2.2,3.4,6.3,7.3,5.6,3.7,9.7,5.8,1.6,1.7,2.4,3.6,3,3.1
2018/8/21,จFณภ,CO,0.38,0.23,0.23,0.2,0.16,0.28,0.25,0.25,0.24,0.23,0.28,0.54,0.48,0.3,NA,0.15,0.17,0.25,0.25,0.3,0.22,0.25,0.21,0.16
2018/8/21,จFณภ,NOx,15,8.8,8.2,7.9,8.5,26,14,11,8.9,11,15,21,17,13,NA,8.8,6,8.5,8.3,12,10,12,9.7,8.7
2018/8/21,จFณภ,O3,19,21,22,21,20,5.8,16,22,29,44,44,55,63,NA,NA,47,49,53,59,30,23,20,23,21
2018/8/21,จFณภ,PM10,18,19,16,16,14,12,14,14,12,12,24,36,NA,NA,32,28,23,25,27,22,16,15,11,7
2018/8/21,จFณภ,SO2,2.2,2.1,1.8,1.7,1.7,1.6,1.8,2.1,2,2.3,4.8,10,8.5,4.2,NA,4.1,2.9,3.2,2.9,2.5,2.7,2.7,2.8,2.8
2018/8/22,จFณภ,CO,0.16,0.31,0.2,0.21,0.25,0.26,0.37,0.55,0.42,0.32,0.19,0.17,0.13,0.13,0.13,0.15,0.21,0.25,0.37,0.3,0.25,0.29,0.33,0.34
2018/8/22,จFณภ,NOx,8.6,15,9.9,10,14,21,20,30,20,19,12,12,5.3,4.2,4.5,5.1,6.5,9.3,15,13,11,13,15,16
2018/8/22,จFณภ,O3,18,13,19,17,11,4.6,6.6,9.1,15,20,29,30,41,42,42,43,50,49,40,33,40,31,22,15
2018/8/22,จFณภ,PM10,9,13,16,16,18,22,23,17,14,13,13,19,14,7,12,17,24,32,34,NA,NA,NA,NA,24
2018/8/22,จFณภ,SO2,2.1,2.5,2.4,2.9,2.4,2.4,2.3,2.8,3.3,2.6,2.8,3.2,2.2,1.9,1.9,1.6,1.5,1.7,1.7,2,2,2.1,2.4,2.5
2018/8/23,จFณภ,CO,0.33,0.27,0.25,0.28,0.27,0.28,0.39,0.4,0.46,0.33,0.3,0.26,0.25,0.17,0.15,0.22,0.25,0.33,0.58,0.38,0.22,0.16,0.15,0.14
2018/8/23,จFณภ,NOx,16,16,14,14,14,16,20,20,17,12,11,8,7.8,5.4,5.5,7.7,14,17,28,20,10,7.7,5.4,4.8
2018/8/23,จFณภ,O3,14,14,14,11,11,14,9.4,14,22,40,53,64,68,54,43,37,27,24,12,16,26,31,33,36
2018/8/23,จFณภ,PM10,25,21,20,21,26,29,34,32,30,37,42,38,35,30,35,39,21,14,16,16,16,9,5,5
2018/8/23,จFณภ,SO2,2.2,1.2,0.8,0.7,0.9,0.9,1,1,1.4,1.1,0.9,0.6,0.4,0.3,0.1,0.1,0.3,0.4,0.8,1,1,0.9,0.6,0.4
2018/8/24,จFณภ,CO,0.13,0.18,0.16,0.15,0.15,0.14,0.18,0.22,0.24,0.27,0.25,0.34,0.23,0.25,0.22,0.25,0.26,0.36,0.25,0.22,0.23,0.21,0.2,0.19
2018/8/24,จFณภ,NOx,4.6,7.9,4.9,2.8,3.4,4,4.2,5,7.1,9.5,7.5,10,5.8,7.1,6.8,8.3,8.8,14,8.5,7.7,7.2,6.7,4.6,3.6
2018/8/24,จFณภ,O3,37,33,37,38,34,31,35,36,32,31,35,35,34,29,31,29,25,30,29,29,30,32,36,38
2018/8/24,จFณภ,PM10,6,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/8/24,จFณภ,SO2,0.9,1.2,1,1,0.9,0.9,1,0.9,1,1.4,1.8,2.3,1.6,1.7,1.6,1.8,1.4,1.4,1.5,1.4,1.4,1.2,1.2,1.4
2018/8/25,จFณภ,CO,0.19,0.19,0.19,0.19,0.2,0.22,0.28,0.27,0.32,0.37,0.38,0.42,0.39,0.34,0.4,0.44,0.37,0.4,0.45,0.4,0.43,0.49,0.52,0.47
2018/8/25,จFณภ,NOx,2.8,2.9,3.6,3.3,3.4,3.7,5.2,6.1,8.7,11,8.4,8.6,7.7,5.5,7.5,9.8,8.1,9.3,13,11,14,27,16,11
2018/8/25,จFณภ,O3,41,41,37,39,38,36,36,35,33,37,43,52,52,55,58,66,57,43,38,37,31,20,25,30
2018/8/25,จFณภ,PM10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018/8/25,จFณภ,SO2,1.5,0.5,0.5,0.4,0.4,0.4,0.6,0.6,0.8,1,1.3,1.8,1.7,1.5,2.4,5,1.7,1.1,1.1,1,1,1.1,1.4,1.6
2018/8/26,จFณภ,CO,0.31,0.26,0.28,0.32,0.33,0.35,0.46,0.46,0.4,0.41,0.45,0.53,0.37,0.36,0.29,0.37,0.4,0.46,0.46,0.39,0.41,0.4,0.45,0.46
2018/8/26,จFณภ,NOx,5.3,3.8,5.1,5.3,5.6,5.7,8.5,11,6,7,8.4,13,NA,8.6,5.8,8.7,12,15,14,11,12,12,13,14
2018/8/26,จFณภ,O3,42,42,32,35,35,39,37,41,50,55,58,53,48,51,58,54,47,43,38,40,36,36,32,30
2018/8/26,จFณภ,PM10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,11,15,19,19,21,21,19,21,24
2018/8/26,จFณภ,SO2,0.6,1,1,1.3,1.4,1.5,1.4,1.3,1.3,1.2,1.9,4.8,0.8,0.8,0.8,2.9,1.2,0.6,0.8,0.8,0.9,1,1.1,1
2018/8/27,จFณภ,CO,0.55,0.5,0.23,0.2,0.2,0.24,0.4,0.44,0.45,0.31,0.22,0.2,0.19,0.18,0.19,0.24,0.27,0.45,0.39,0.46,0.34,0.32,0.31,0.24
2018/8/27,จFณภ,NOx,18,18,7,6,7,9.3,23,19,20,13,11,9.9,10,8,8.9,11,12,19,19,21,16,15,14,12
2018/8/27,จFณภ,O3,19,15,27,31,31,20,13,22,22,29,28,33,34,36,39,35,34,25,20,15,17,16,14,13
2018/8/27,จFณภ,PM10,25,29,28,21,19,19,21,21,22,22,14,19,27,26,18,15,16,21,24,20,21,18,13,9
2018/8/27,จFณภ,SO2,1.5,1.5,1.7,1.2,0.9,0.8,0.9,1.7,2,1.7,1.3,1.1,1,0.9,0.8,0.9,0.7,1,1.2,1.7,1.9,1.9,2,1.9
2018/8/28,จFณภ,CO,0.19,0.25,0.14,0.1,0.1,0.12,0.14,0.21,0.22,0.19,0.22,0.26,0.2,0.13,0.15,0.16,0.2,0.31,0.31,0.2,0.15,0.24,0.38,0.37
2018/8/28,จFณภ,NOx,11,11,5,NA,NA,4.6,5.2,8.2,11,10,13,15,12,6.4,7.7,7.8,11,NA,20,12,10,13,22,21
2018/8/28,จFณภ,O3,12,12,21,24,22,18,20,18,16,17,17,17,20,16,17,18,14,10,7.2,13,14,9.6,3.9,3.5
2018/8/28,จFณภ,PM10,7,13,15,11,10,11,11,13,13,13,12,10,12,NA,11,12,13,13,15,14,12,15,14,16
2018/8/28,จFณภ,SO2,1.7,1.7,1.4,1.1,1,0.9,0.9,0.9,1,1.1,1.2,1.4,1.5,1.1,1,1,1.3,1.4,1.4,1.5,1.4,1.3,1.5,1.9
2018/8/29,จFณภ,CO,0.13,0.1,0.11,0.15,0.14,0.13,0.2,0.29,0.47,0.44,0.27,0.22,0.2,0.17,0.16,0.2,0.28,0.4,0.48,0.45,0.4,0.39,0.34,0.31
2018/8/29,จFณภ,NOx,7.1,4.9,5.9,7.2,8.1,6.4,9.1,17,32,34,17,13,10,7.1,8,11,16,19,27,24,21,20,17,15
2018/8/29,จFณภ,O3,15,15,12,6.5,5.4,9.1,6.3,3.3,3,3.7,17,21,33,41,30,19,14,10,4.1,3.7,4.8,3.6,4.5,4.9
2018/8/29,จFณภ,PM10,17,12,11,14,15,15,17,14,14,20,16,11,15,16,11,12,15,17,18,20,18,19,20,18
2018/8/29,จFณภ,SO2,2.1,1.2,1.1,0.9,0.8,0.7,0.7,1.2,2.2,2.4,2,1.7,1.7,1.5,1.2,0.9,1.2,1.3,1.6,2,3,3.8,2.6,2.4
2018/8/30,จFณภ,CO,0.28,0.14,0.13,0.15,0.27,0.32,0.46,0.63,0.4,0.28,0.22,0.25,0.25,0.16,0.19,0.2,0.29,0.41,0.49,0.54,0.46,0.58,0.57,0.54
2018/8/30,จFณภ,NOx,14,7.3,7.2,8.7,17,19,29,35,24,16,13,13,13,7.2,11,11,17,23,29,32,25,36,32,32
2018/8/30,จFณภ,O3,8.6,14,13,9.5,5.1,2.4,2.8,4.9,8.6,13,18,26,34,23,19,18,13,9.3,4.3,2,3.1,1.4,1.5,1.6
2018/8/30,จFณภ,PM10,18,15,13,17,18,19,23,26,30,27,22,23,25,24,24,20,21,26,25,24,26,28,28,28
2018/8/30,จFณภ,SO2,2,1.2,1,1.1,1.1,1.5,1.6,2.2,2.7,2.3,2.2,1.6,1.3,0.9,0.8,0.8,0.9,1.4,1.9,2.1,2.2,2.9,3.5,3.6
2018/8/31,จFณภ,CO,0.52,0.55,0.59,0.51,0.27,0.17,0.19,0.4,0.48,0.45,0.38,0.23,0.21,0.15,0.17,0.19,0.28,0.37,0.47,0.41,0.37,0.35,0.35,0.38
2018/8/31,จFณภ,NOx,31,37,38,31,15,12,14,32,34,37,26,14,10,7.5,8.8,9.6,13,18,31,35,30,25,24,24
