"дщ┤┴","┤·п╕","┤·╢╡","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/07/30","оч╢щ","CO",0.2,0.14,0.17,0.2,0.2,0.23,0.26,0.34,0.37,0.39,0.26,0.19,0.2,0.18,0.2,0.24,0.24,0.3,0.3,0.27,0.19,0.24,0.28,0.22
"2018/07/30","оч╢щ","NOx",11,6.4,NA,11,NA,12,14,16,14,22,13,8.9,7.5,7.1,8.4,11,15,13,12,NA,NA,11,13,11
"2018/07/30","оч╢щ","O3",20,20,18,12,14,12,12,18,22,24,43,51,58,58,60,60,46,38,28,24,22,18,16,18
"2018/07/30","оч╢щ","PM10",27,28,25,26,26,26,22,28,34,52,55,51,40,35,44,44,50,46,49,34,30,32,34,34
"2018/07/30","оч╢щ","SO2",4.1,3.6,4.4,5.8,5,4.8,3.5,3.5,4.9,6.7,4.5,3.7,3.3,3.2,3.3,3.8,5.2,3.6,3.5,3.6,3.1,4.2,5.5,4.5
"2018/07/31","оч╢щ","CO",0.17,0.16,0.15,0.16,0.16,0.2,0.21,0.26,0.27,0.25,0.22,0.24,0.19,0.17,0.16,0.22,0.21,0.3,0.36,0.28,0.22,0.31,0.27,0.24
"2018/07/31","оч╢щ","NOx",NA,12,11,9.7,10,13,11,12,13,15,15,13,10,10,11,13,15,15,17,15,11,14,12,14
"2018/07/31","оч╢щ","O3",18,15,14,14,14,11,14,17,22,34,44,54,59,53,53,52,43,38,33,31,32,26,23,19
"2018/07/31","оч╢щ","PM10",25,31,33,34,29,29,31,35,32,28,26,38,41,43,39,53,52,52,43,42,40,38,37,38
"2018/07/31","оч╢щ","SO2",4.6,5.4,4.5,3.8,2.1,3.4,2.1,1.7,1.7,2.2,2.7,2.8,2.5,1.9,1.6,2.8,2.8,1.4,2.2,3,2.4,3.2,3,3.9
"2018/08/01","оч╢щ","CO",0.21,0.24,0.23,0.2,0.21,0.22,0.29,0.36,0.41,0.32,0.27,0.24,0.25,0.23,0.22,0.22,0.26,0.39,0.28,0.28,0.27,0.26,0.18,0.17
"2018/08/01","оч╢щ","NOx",12,11,11,8,11,12,14,14,16,15,13,11,8.1,8.3,9.4,10,14,20,12,10,11,10,8.5,6.2
"2018/08/01","оч╢щ","O3",18,18,17,21,18,19,17,25,33,46,56,61,64,59,53,50,42,32,33,36,33,28,26,31
"2018/08/01","оч╢щ","PM10",44,50,51,50,51,52,46,43,38,44,41,45,41,44,47,55,48,48,43,49,45,49,40,40
"2018/08/01","оч╢щ","SO2",5.3,5.5,5.5,4.4,5.3,6,5.5,5.8,7.7,7.8,6.6,6,6.2,6.5,6.8,6.9,8.2,11,6.9,7.2,8.2,7.8,7.3,6.9
"2018/08/02","оч╢щ","CO",0.18,0.16,0.16,0.18,0.17,0.19,0.26,0.4,0.36,0.37,0.26,0.28,0.22,0.2,0.23,0.23,0.24,0.32,0.36,0.28,0.27,0.31,0.27,0.21
"2018/08/02","оч╢щ","NOx",7.1,7.6,8.6,10,8.2,9,14,19,16,20,13,13,8.7,9.5,10,11,13,14,15,12,11,13,13,11
"2018/08/02","оч╢щ","O3",30,24,20,17,18,16,16,20,25,30,45,53,56,57,60,67,57,47,31,21,23,21,20,20
"2018/08/02","оч╢щ","PM10",29,32,29,31,34,35,32,32,35,41,41,40,44,39,35,26,31,42,48,45,29,22,26,22
"2018/08/02","оч╢щ","SO2",5.7,2.9,3,3.4,2.8,2.6,3.2,4.6,3,3.6,3,2.7,2.1,2.1,2.4,2.3,2.7,3.4,4.5,3.7,3.8,4.1,4,3.4
"2018/08/03","оч╢щ","CO",0.19,0.13,0.13,0.13,0.15,0.26,0.32,0.37,0.34,0.21,0.17,0.16,0.17,0.17,0.2,0.24,0.33,0.5,0.75,0.93,0.96,0.93,0.81,0.86
"2018/08/03","оч╢щ","NOx",9,7.6,8.2,7.1,8.4,18,19,16,12,8.3,7.7,6.8,6.9,7.2,9.5,11,16,19,29,38,43,45,36,39
"2018/08/03","оч╢щ","O3",21,22,21,21,19,8.9,8.9,19,35,34,34,36,38,42,57,39,33,28,19,9.1,3.8,3.2,3.3,2.5
"2018/08/03","оч╢щ","PM10",24,17,23,20,24,28,31,34,35,40,35,27,16,17,22,28,27,32,22,28,31,50,46,41
"2018/08/03","оч╢щ","SO2",1.8,3.6,4.1,3.8,4.2,7.9,4.9,4.2,4.4,3,2.7,2.4,2,2.4,3,2.7,4.3,4.8,5,9.5,15,18,13,10
"2018/08/04","оч╢щ","CO",0.82,0.52,0.3,0.41,0.47,0.33,0.32,0.41,0.36,0.27,0.17,0.18,0.2,0.26,0.25,0.28,0.46,0.7,0.68,0.47,0.87,0.64,0.48,0.41
"2018/08/04","оч╢щ","NOx",43,31,20,32,36,29,24,27,24,15,10,8.9,9,17,17,16,24,35,41,25,48,34,26,22
"2018/08/04","оч╢щ","O3",1.6,2.5,6.3,2.6,1.6,2.8,5.4,10,16,27,44,56,53,34,32,34,25,16,10,24,3.5,7.1,6,7.8
"2018/08/04","оч╢щ","PM10",37,37,36,32,38,42,39,30,30,28,34,26,30,29,38,39,42,38,45,38,51,52,54,44
"2018/08/04","оч╢щ","SO2",14,5.8,4.1,9.9,20,17,4.7,4.1,3.3,1.5,1.3,1.2,1.5,1.9,3.2,4.1,3.1,9.7,6.6,2.8,7.6,5.3,3.2,3.3
"2018/08/05","оч╢щ","CO",0.42,0.31,0.19,0.2,0.21,0.19,0.2,0.18,0.17,0.31,0.24,0.4,0.28,0.23,0.15,0.15,0.23,0.23,0.26,0.25,0.26,0.2,0.17,0.18
"2018/08/05","оч╢щ","NOx",23,19,12,15,15,14,13,12,13,14,14,14,10,12,11,11,13,13,15,14,14,15,12,13
"2018/08/05","оч╢щ","O3",5.6,4,11,11,9,12,15,21,27,36,49,53,65,66,40,36,37,32,24,24,23,23,25,16
"2018/08/05","оч╢щ","PM10",39,36,36,29,36,33,31,28,31,33,36,36,34,33,34,42,44,39,39,25,26,17,24,23
"2018/08/05","оч╢щ","SO2",4.4,3.9,1,1.1,1.2,0.8,0.2,0.6,0.2,0.1,1.3,0.8,0.3,0.3,0.1,0.1,0.3,0.8,-0.1,NA,NA,-0.5,0.6,0.1
"2018/08/06","оч╢щ","CO",0.16,0.14,0.14,0.13,0.13,0.17,0.26,0.34,0.29,0.18,0.21,0.21,0.2,0.21,0.22,0.36,0.32,0.38,0.46,0.44,0.39,0.33,0.26,0.3
"2018/08/06","оч╢щ","NOx",12,8.2,11,9.9,8.7,8.8,16,18,13,13,14,11,9,10,11,16,15,14,17,17,16,15,13,19
"2018/08/06","оч╢щ","O3",16,19,17,18,21,19,16,20,27,29,36,46,54,51,52,53,43,27,16,10,9,9.6,11,6.1
"2018/08/06","оч╢щ","PM10",25,23,22,31,34,34,35,36,42,43,38,43,31,37,31,42,42,38,30,27,21,19,15,22
"2018/08/06","оч╢щ","SO2",2.5,3.2,3.7,3.6,3.8,3.5,4.3,4.2,4,3.6,4.7,4.8,4.8,5.1,4.1,4,4.7,3.7,5.7,6,4.9,6.8,4.4,8.8
"2018/08/07","оч╢щ","CO",0.24,0.27,0.26,0.22,0.25,0.28,0.37,0.6,0.54,0.35,0.39,0.29,0.28,0.27,NA,0.28,0.3,0.39,0.36,0.33,0.35,0.33,0.26,0.24
"2018/08/07","оч╢щ","NOx",16,19,19,17,16,16,19,27,22,14,18,16,13,14,NA,NA,18,19,14,14,15,15,12,12
"2018/08/07","оч╢щ","O3",12,10,13,16,18,7.4,9.5,13,20,38,52,56,61,51,NA,31,26,18,18,16,16,14,14,13
"2018/08/07","оч╢щ","PM10",27,29,31,33,39,38,32,27,25,31,34,36,33,42,NA,29,28,22,32,34,28,27,26,33
"2018/08/07","оч╢щ","SO2",5.1,5.5,7.3,7.9,8.2,12,6.2,15,5.2,3.1,4.4,5.7,4.7,3.1,NA,NA,3.5,3.7,3.3,3.2,3.7,5.5,6.5,7.5
"2018/08/08","оч╢щ","CO",0.2,0.14,0.12,0.15,0.15,0.17,0.25,0.42,0.46,0.37,0.34,0.24,0.18,0.16,0.17,0.22,0.26,0.44,0.48,0.45,0.31,0.27,0.31,0.27
"2018/08/08","оч╢щ","NOx",11,9,8.8,12,13,13,16,20,20,19,17,15,10,9.6,11,14,16,19,25,23,14,11,15,15
"2018/08/08","оч╢щ","O3",13,13,13,9.3,8.2,7.8,8.7,11,18,29,51,60,57,50,45,35,26,19,10,9.9,17,18,14,11
"2018/08/08","оч╢щ","PM10",24,19,15,17,22,25,35,36,34,28,24,29,40,48,48,42,32,27,27,27,33,27,36,23
"2018/08/08","оч╢щ","SO2",6.9,3,2.1,6.7,12,11,7.9,6.9,6.3,4.8,4.1,4.8,4,3.1,3,2.7,2,3.3,8,7.7,5.4,4,5.7,5.1
"2018/08/09","оч╢щ","CO",0.25,0.21,0.13,0.14,0.18,0.23,0.28,0.43,0.37,0.25,0.23,0.25,0.22,0.15,0.14,0.15,0.15,0.25,0.53,0.54,0.47,0.43,0.46,0.41
"2018/08/09","оч╢щ","NOx",15,19,12,16,19,21,20,22,23,17,15,17,15,13,14,11,13,18,25,24,21,19,24,25
"2018/08/09","оч╢щ","O3",9.9,6.3,11,9.2,7.1,6.4,14,21,26,39,54,62,78,56,40,37,28,22,20,18,16,17,11,11
"2018/08/09","оч╢щ","PM10",28,30,33,35,26,36,38,47,51,56,55,53,54,51,39,34,27,32,29,31,32,31,32,30
"2018/08/09","оч╢щ","SO2",3.9,6.2,3.9,5.3,6.2,6.1,6.3,6,6.5,5.4,4.6,5.8,7.3,5.4,5,3.5,4.6,5.3,6.5,8,6.9,4.9,5.5,12
"2018/08/10","оч╢щ","CO",0.35,0.23,0.24,0.26,0.24,0.24,0.29,0.3,0.3,0.19,0.2,0.21,0.17,0.14,0.15,0.15,0.18,0.27,0.38,0.55,0.46,0.49,0.41,0.35
"2018/08/10","оч╢щ","NOx",23,16,22,23,18,15,17,17,17,15,15,16,11,11,12,14,13,18,20,27,26,25,21,21
"2018/08/10","оч╢щ","O3",11,18,11,8.6,13,18,17,22,31,44,55,66,65,56,48,42,40,29,24,16,13,12,14,14
"2018/08/10","оч╢щ","PM10",36,37,40,43,50,56,51,48,43,37,39,45,50,40,39,31,37,31,43,43,46,42,43,41
"2018/08/10","оч╢щ","SO2",7,3.1,5.5,3.6,3.6,2.5,2.3,2,0.6,0.3,1.2,2.6,1.3,1.3,1.5,3.7,2.6,5.7,1.6,2.7,5.3,4.5,9.2,11
"2018/08/11","оч╢щ","CO",0.27,0.29,0.27,0.23,0.22,0.25,0.3,0.35,0.33,0.29,0.18,0.18,0.16,0.15,0.16,0.14,0.18,0.21,0.25,0.25,0.21,0.37,0.32,0.23
"2018/08/11","оч╢щ","NOx",18,17,19,20,13,15,17,19,16,17,9.9,10,9.9,8.1,8.5,6.3,8.2,7.2,9.6,13,9,13,15,15
"2018/08/11","оч╢щ","O3",18,15,12,14,17,15,16,22,31,36,51,50,46,44,44,42,37,40,39,34,36,29,25,27
"2018/08/11","оч╢щ","PM10",42,53,47,53,44,52,48,56,56,64,59,57,48,53,50,51,43,46,43,43,44,47,49,46
"2018/08/11","оч╢щ","SO2",9,5.5,4.9,5.9,5,4.4,5.2,4.8,5,5.4,4.1,4.6,3.8,2.6,3.2,1.7,1.8,2.3,2.7,3.2,2.3,5.9,6.2,5.5
"2018/08/12","оч╢щ","CO",0.15,0.24,0.19,0.13,0.12,0.17,0.29,0.25,0.2,0.23,0.22,0.21,0.21,0.21,0.24,0.27,0.29,0.33,0.38,0.49,0.55,0.65,0.61,0.55
"2018/08/12","оч╢щ","NOx",9,12,12,7.1,6.8,8.2,14,11,11,10,9.8,8,7.2,7,10,12,13,12,15,18,23,24,28,29
"2018/08/12","оч╢щ","O3",31,23,22,30,29,28,18,28,33,39,44,47,49,43,40,45,49,49,36,32,23,23,12,9
"2018/08/12","оч╢щ","PM10",42,35,44,41,40,34,39,42,41,40,42,38,40,44,36,36,33,49,50,52,44,57,58,66
"2018/08/12","оч╢щ","SO2",3.8,6.3,4.1,4.5,4.9,4.1,3.6,3.7,3.5,3.3,2.7,2.5,3.2,2.8,2.4,3.4,4.3,4.3,6.5,9.2,7.3,13,8,8.3
"2018/08/13","оч╢щ","CO",0.51,0.41,0.37,0.4,0.43,0.36,0.56,0.81,0.75,0.53,0.5,0.38,0.35,0.28,0.23,0.24,0.27,0.37,0.42,0.48,0.39,0.28,0.26,0.21
"2018/08/13","оч╢щ","NOx",27,19,21,21,18,22,41,47,26,22,23,15,14,15,12,11,12,11,14,16,15,12,14,12
"2018/08/13","оч╢щ","O3",8.8,11,11,10,12,6.4,3.8,12,35,50,50,58,55,29,33,30,28,26,23,18,27,33,30,28
"2018/08/13","оч╢щ","PM10",60,56,53,48,60,59,59,53,65,60,57,47,49,48,38,29,20,25,24,27,24,26,23,21
"2018/08/13","оч╢щ","SO2",8.7,5.7,8.4,18,23,12,15,18,11,7.6,7.4,6.5,5.4,3.3,3.7,2.5,2.5,2.4,2.4,3.2,4.1,3.4,3.8,3.7
"2018/08/14","оч╢щ","CO",0.17,0.2,0.18,0.23,0.25,0.21,0.26,0.65,0.64,0.32,0.35,0.35,0.27,0.19,0.2,0.2,0.24,0.5,0.47,0.31,0.25,0.3,0.28,0.27
"2018/08/14","оч╢щ","NOx",10,13,15,19,19,16,18,32,32,20,23,23,16,11,13,13,17,27,24,15,11,12,13,13
"2018/08/14","оч╢щ","O3",26,24,22,17,18,20,16,9.2,11,26,33,38,40,35,37,30,19,16,16,22,25,23,20,19
"2018/08/14","оч╢щ","PM10",21,26,24,25,26,25,25,23,27,27,25,28,28,30,32,25,28,18,22,13,13,14,20,22
"2018/08/14","оч╢щ","SO2",2.8,5.5,7.2,10,9.4,8,7.6,8.6,8,6.6,8.5,9.1,6.8,6.2,6,4.7,3.2,3.4,3.7,3.7,3.7,3.8,3.7,4.9
"2018/08/15","оч╢щ","CO",0.24,0.3,0.3,0.35,0.27,0.23,0.34,0.41,0.35,0.29,NA,NA,0.31,0.27,NA,0.24,0.28,0.35,0.36,0.34,0.25,0.26,0.31,0.25
"2018/08/15","оч╢щ","NOx",11,17,21,22,19,13,18,19,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,14,17,15
"2018/08/15","оч╢щ","O3",20,14,7.9,5.8,9.9,14,13,17,24,23,NA,NA,NA,44,37,37,NA,44,38,31,33,28,21,22
"2018/08/15","оч╢щ","PM10",20,27,32,35,29,27,24,20,26,30,39,41,NA,NA,NA,NA,31,35,32,27,NA,28,23,32
"2018/08/15","оч╢щ","SO2",3.4,3.8,5.1,9.1,9.8,4.8,4,3.6,2.6,1.5,NA,NA,NA,NA,NA,NA,NA,2.1,2.2,2.3,3.2,3.3,3.9,4
"2018/08/16","оч╢щ","CO",0.23,0.26,0.26,0.24,0.22,0.28,0.28,0.4,0.42,0.34,NA,NA,0.29,0.31,0.3,0.27,0.3,0.46,0.5,0.52,0.45,0.41,0.31,0.27
"2018/08/16","оч╢щ","NOx",16,16,15,15,15,17,17,21,23,21,NA,NA,NA,10,11,10,13,19,19,23,20,20,15,12
"2018/08/16","оч╢щ","O3",19,19,20,16,18,16,17,19,20,22,26,41,NA,64,66,68,44,28,28,19,19,14,19,21
"2018/08/16","оч╢щ","PM10",26,34,32,34,31,23,29,27,34,25,29,NA,37,28,27,25,26,27,23,28,24,34,31,32
"2018/08/16","оч╢щ","SO2",4.4,5.2,5.5,5.7,6,6.9,5.3,6.4,6.4,5.3,NA,NA,NA,4.2,4.2,4.5,5.3,6.8,7.1,9.8,8.6,6.3,5.4,4.3
"2018/08/17","оч╢щ","CO",0.23,0.2,0.19,0.14,0.14,0.16,0.21,0.26,0.29,0.26,0.22,0.21,0.23,0.25,0.24,0.29,0.45,0.56,0.56,0.49,0.43,0.57,0.38,0.27
"2018/08/17","оч╢щ","NOx",11,10,9.6,8,7.7,6.4,8.5,10,10,9.2,7.5,7.6,8.8,9.4,10,12,20,21,20,20,18,26,18,14
"2018/08/17","оч╢щ","O3",20,18,17,18,18,20,19,20,25,36,53,60,74,75,67,57,47,35,23,17,20,16,22,20
"2018/08/17","оч╢щ","PM10",25,22,25,25,28,22,21,21,23,24,25,NA,NA,28,43,44,47,40,37,34,27,27,30,32
"2018/08/17","оч╢щ","SO2",3.6,3.2,2.7,2.5,2.7,1.7,2.1,2.2,1.9,1.8,1.9,1.6,1.9,2.4,2.9,2.9,2.6,4.1,5,5.9,3.7,6.1,7,3.3
"2018/08/18","оч╢щ","CO",0.3,0.22,0.37,0.29,0.27,0.39,0.43,0.56,0.55,0.47,0.4,0.41,0.37,0.35,0.32,0.29,0.29,0.36,0.42,0.32,0.42,0.41,0.37,0.25
"2018/08/18","оч╢щ","NOx",14,13,25,18,15,27,29,31,29,27,21,19,14,13,11,9.1,12,13,16,15,18,16,14,9.5
"2018/08/18","оч╢щ","O3",15,15,6,7.6,7.8,5.2,6,13,22,30,41,59,70,68,62,61,51,48,31,23,20,23,20,23
"2018/08/18","оч╢щ","PM10",23,17,22,30,31,30,29,41,42,44,34,41,49,46,44,37,39,31,33,33,31,25,23,21
"2018/08/18","оч╢щ","SO2",2.8,2.6,12,8.5,5.3,16,20,23,16,12,7,10,8,5.9,5.4,5.6,6.9,4.2,2.1,2.9,2.8,2.9,2.5,2.6
"2018/08/19","оч╢щ","CO",0.25,0.19,0.17,0.15,0.14,0.28,0.36,0.32,0.21,0.23,0.24,0.26,0.25,0.21,0.23,0.26,0.26,0.37,0.37,0.26,0.28,0.25,0.2,0.21
"2018/08/19","оч╢щ","NOx",9.8,9.7,9.9,7.7,6.3,20,23,15,8.5,7.8,7.6,10,15,13,12,12,11,15,15,9.9,11,10,7.8,8.8
"2018/08/19","оч╢щ","O3",22,20,18,19,22,6.9,9.6,23,32,40,53,49,39,41,41,38,33,31,29,37,32,26,27,23
"2018/08/19","оч╢щ","PM10",17,9,15,15,21,19,26,31,32,31,27,25,27,27,27,20,19,18,24,18,15,NA,11,11
"2018/08/19","оч╢щ","SO2",2.4,3.7,3.5,3.1,2.8,11,7.6,9.6,6.4,7.1,3.7,4.1,7,4.4,3.7,3.9,2.8,3.2,3.4,3,2.9,2.9,2.7,3.4
"2018/08/20","оч╢щ","CO",0.25,0.32,0.4,0.35,0.36,0.39,0.49,0.7,0.55,0.5,0.41,0.34,0.34,0.28,0.26,0.22,0.45,0.47,0.58,0.69,0.66,0.6,0.49,0.32
"2018/08/20","оч╢щ","NOx",14,19,22,16,16,22,32,39,21,18,15,17,16,13,12,11,24,19,22,30,31,30,24,18
"2018/08/20","оч╢щ","O3",17,13,6.6,8.5,7.2,3.8,5.3,12,NA,40,NA,NA,NA,60,60,55,45,NA,35,24,16,16,15,13
"2018/08/20","оч╢щ","PM10",17,21,29,35,32,31,33,42,43,34,NA,18,20,29,36,26,22,24,30,30,34,31,32,29
"2018/08/20","оч╢щ","SO2",3.4,7.7,24,16,13,13,14,24,14,7.3,NA,NA,5.8,5.1,3.7,2.5,5.7,2.2,2.8,5.3,4.4,9.9,5.1,2.7
"2018/08/21","оч╢щ","CO",0.31,0.27,0.21,0.18,0.17,0.22,0.32,0.6,0.64,0.38,0.33,0.27,0.23,0.17,0.18,0.25,0.28,0.6,0.79,0.65,0.71,0.78,0.54,0.51
"2018/08/21","оч╢щ","NOx",16,14,9.8,7.8,13,14,19,35,25,16,14,15,11,8.1,8.4,13,13,30,39,34,34,37,29,31
"2018/08/21","оч╢щ","O3",14,16,22,20,15,14,12,10,33,46,53,57,56,50,38,35,29,16,8.9,8.3,5.2,4.6,7.2,4.9
"2018/08/21","оч╢щ","PM10",31,36,34,30,23,23,32,37,48,42,41,35,36,30,28,31,29,31,29,34,35,41,43,44
"2018/08/21","оч╢щ","SO2",4.6,6.3,6,4.2,5.5,5.2,7.2,14,12,8.9,7.8,8.7,6.3,6.5,5.3,6,5.3,8.7,13,17,11,12,10,11
"2018/08/22","оч╢щ","CO",0.48,0.27,0.26,0.24,0.25,0.28,0.47,0.54,0.58,0.56,0.52,0.32,0.25,0.28,0.46,0.5,0.56,0.67,0.59,0.39,0.33,0.37,0.35,0.31
"2018/08/22","оч╢щ","NOx",26,17,15,16,16,18,31,26,21,17,16,16,13,15,22,27,29,31,19,14,12,13,14,14
"2018/08/22","оч╢щ","O3",4.2,10,12,10,12,12,5,15,31,50,70,60,51,43,38,38,27,20,17,24,26,24,21,19
"2018/08/22","оч╢щ","PM10",36,41,37,40,34,37,40,41,43,38,39,36,38,39,32,34,34,42,38,32,24,16,9,10
"2018/08/22","оч╢щ","SO2",6.8,5.6,5.6,4.8,4.8,4.3,7.4,7.5,8.5,4.6,3.6,8.9,7.2,5.2,5.5,7.1,14,9.8,3.5,3.8,2.9,2.5,3.8,4.7
"2018/08/23","оч╢щ","CO",0.29,0.29,0.23,0.19,0.23,0.27,0.4,0.48,0.48,0.4,NA,NA,0.25,0.25,0.25,0.28,0.38,0.49,0.48,0.44,0.41,0.43,0.2,0.17
"2018/08/23","оч╢щ","NOx",12,16,10,9.5,12,14,15,16,17,17,NA,NA,9.4,11,11,12,16,18,16,16,16,17,8.4,8.8
"2018/08/23","оч╢щ","O3",20,17,20,20,20,16,16,21,27,30,NA,NA,38,36,35,32,25,22,22,20,19,17,28,26
"2018/08/23","оч╢щ","PM10",16,23,28,21,16,13,26,25,27,23,NA,NA,21,19,24,24,24,18,21,22,13,17,15,20
"2018/08/23","оч╢щ","SO2",4.5,7.8,7.8,4.8,6.1,8.6,6.9,4.8,3.8,4,NA,NA,3,3.1,2.7,2.8,3.2,3.2,3.4,4,3.8,6.1,3.4,3.2
"2018/08/24","оч╢щ","CO",0.19,0.14,0.14,0.16,0.16,0.18,0.24,0.5,0.6,0.45,0.3,0.27,0.25,0.27,0.23,0.28,0.53,0.89,0.96,0.95,0.71,0.67,0.61,0.51
"2018/08/24","оч╢щ","NOx",10,9.5,8.9,11,10,10,12,21,25,23,16,13,11,21,16,15,30,41,43,40,30,28,28,27
"2018/08/24","оч╢щ","O3",22,24,26,22,19,19,19,13,13,17,28,35,38,27,32,38,26,14,8.6,9.6,15,14,11,9.8
"2018/08/24","оч╢щ","PM10",15,15,13,18,17,15,8,10,11,14,12,12,9,17,21,19,23,35,43,44,46,39,41,32
"2018/08/24","оч╢щ","SO2",3.6,3.2,3.6,3.1,2.4,2.7,3.1,3.3,3.6,3.7,3.6,3.4,3,3.3,3.5,3.4,6.9,7.4,6.3,7.3,5,5.3,8.7,6.2
"2018/08/25","оч╢щ","CO",0.34,0.37,0.34,0.44,0.35,0.45,0.43,0.46,0.68,0.72,0.6,0.54,0.35,0.34,0.35,0.35,0.44,0.54,0.66,0.53,0.57,0.32,0.27,0.26
"2018/08/25","оч╢щ","NOx",14,17,14,22,17,25,19,15,25,25,18,17,10,11,13,14,15,18,23,19,19,9.4,8.1,7.9
"2018/08/25","оч╢щ","O3",16,13,14,5.1,8.5,3.1,8.9,17,16,28,46,47,45,42,43,39,38,29,20,21,22,32,32,31
"2018/08/25","оч╢щ","PM10",39,32,29,34,33,38,32,34,35,44,40,37,32,30,32,28,36,40,41,32,21,18,15,11
"2018/08/25","оч╢щ","SO2",1.9,4.1,3.8,12,6.4,6.8,4.8,4.7,NA,NA,4.9,4.3,2.4,2.2,3.7,7.1,4.7,6.1,4.7,3.7,4,3.4,3.1,3
"2018/08/26","оч╢щ","CO",0.24,0.39,0.29,0.33,0.28,0.32,0.39,0.32,0.34,0.33,0.34,0.37,0.32,0.34,0.36,0.45,0.39,0.59,0.59,0.44,0.38,0.29,0.31,0.32
"2018/08/26","оч╢щ","NOx",6.4,13,11,14,14,15,18,15,19,17,15,12,10,11,12,17,13,18,19,16,9.9,8.3,8.4,8.7
"2018/08/26","оч╢щ","O3",34,25,24,13,15,23,22,25,28,29,38,48,49,49,51,43,46,41,36,42,42,41,45,43
"2018/08/26","оч╢щ","PM10",7,14,14,22,NA,18,16,15,22,23,29,23,22,18,21,18,22,24,26,23,26,19,18,11
"2018/08/26","оч╢щ","SO2",4.7,2.4,2.5,3.4,3.8,4.3,7.2,5.7,8.7,5.8,5.5,4.2,3.7,3.4,3.3,5.4,4.8,3.2,3.4,3.4,3,2.5,2.7,2.4
"2018/08/27","оч╢щ","CO",0.28,0.33,0.35,0.33,0.35,0.33,0.42,0.61,0.87,0.53,0.4,0.33,0.44,0.37,0.36,0.66,0.44,0.41,0.38,0.59,0.62,0.59,0.55,0.61
"2018/08/27","оч╢щ","NOx",6.6,8.2,11,10,11,9.7,14,26,39,26,17,11,20,20,22,31,26,17,18,26,32,25,21,28
"2018/08/27","оч╢щ","O3",48,46,38,30,31,34,33,25,20,35,44,60,61,NA,NA,NA,NA,22,20,15,7.9,11,14,7.2
"2018/08/27","оч╢щ","PM10",12,14,10,19,25,36,32,29,26,32,29,30,34,37,39,30,34,22,23,9,21,22,25,23
"2018/08/27","оч╢щ","SO2",1.8,1.7,1.7,5.4,9,6.5,4.7,6.4,8.9,8,4.9,3.6,4.6,8.2,6.5,4.3,3.6,2.5,2.8,3.4,12,8.4,6.6,8.2
"2018/08/28","оч╢щ","CO",0.51,0.64,0.49,0.31,0.33,0.42,0.53,0.77,0.58,0.39,0.37,0.3,0.26,0.23,0.3,0.36,0.24,0.43,0.73,0.59,0.73,0.8,0.92,0.9
"2018/08/28","оч╢щ","NOx",27,34,30,16,16,25,28,32,20,14,22,20,13,11,14,23,12,23,34,32,34,38,40,42
"2018/08/28","оч╢щ","O3",4.7,2,1.2,5.7,4.4,3.1,5.1,8.6,22,35,27,35,44,NA,NA,19,26,17,7.7,7.9,4.1,1.9,0.9,0.6
"2018/08/28","оч╢щ","PM10",18,21,23,20,19,19,28,38,39,34,26,24,21,NA,26,27,23,20,22,26,31,34,33,24
"2018/08/28","оч╢щ","SO2",3.2,8.8,6.2,3.5,2.8,6.6,12,16,5.7,5.2,5.7,5.6,5.3,3.5,3.1,2.3,1.9,2.5,3.4,7,9.5,6.7,19,14
"2018/08/29","оч╢щ","CO",0.74,0.51,0.37,0.27,0.2,0.41,0.52,0.87,0.76,0.84,0.57,0.49,0.38,0.32,0.27,0.25,0.36,0.39,0.56,0.57,0.57,0.79,0.6,0.53
"2018/08/29","оч╢щ","NOx",38,27,28,18,21,29,41,48,34,36,26,19,26,24,22,20,17,15,23,31,37,39,31,36
"2018/08/29","оч╢щ","O3",1.1,2.7,1.7,3.2,3.9,1.8,2.3,5.1,7.2,8.8,22,36,35,33,25,22,25,18,9.8,4.3,2.6,1.8,1.8,0.8
"2018/08/29","оч╢щ","PM10",28,27,30,31,26,28,26,42,38,37,30,31,32,34,39,36,31,24,25,16,NA,17,30,39
"2018/08/29","оч╢щ","SO2",6.9,8.6,6.6,4,3,4.1,7.9,11,5.9,4.8,4.5,3.7,6.6,6.9,6.1,5.1,2.8,1.8,2.2,3.1,6.2,8.4,11,7.3
"2018/08/30","оч╢щ","CO",0.51,0.57,0.33,0.29,0.41,0.42,0.78,0.9,0.96,1.25,0.93,0.46,0.42,0.34,0.42,0.43,0.74,0.65,0.79,0.84,0.72,0.75,0.73,0.65
"2018/08/30","оч╢щ","NOx",37,42,26,22,31,32,43,39,38,45,35,20,17,15,21,20,36,27,30,32,30,31,38,41
"2018/08/30","оч╢щ","O3",0.7,0.8,1.8,2.3,0.9,2.1,2,5.4,8.7,19,33,38,57,56,34,23,10,10,6.6,3,3.8,2.7,1.4,0.9
"2018/08/30","оч╢щ","PM10",35,33,28,26,31,29,42,38,41,39,46,44,37,30,32,30,22,22,18,24,22,25,24,23
"2018/08/30","оч╢щ","SO2",9.1,6.2,2.4,1.3,5,7.1,18,6.8,5.3,5.1,3.3,1.5,1.6,3.4,1.7,1.1,2.2,3.6,3.6,3.6,8,6.1,9.6,12
