"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/25","¤g«°","PM10",18,16,18,20,13,9,10,11,12,18,30,25,16,14,16,22,22,27,32,30,26,19,9,6
"2018/01/25","¤g«°","SO2",0.5,0.7,0.6,0.6,0.6,0.6,0.8,0.9,0.9,0.8,0.7,0.6,0.4,0.5,0.7,0.5,0.7,0.8,0.9,0.9,1,0.9,0.9,0.8
"2018/01/26","¤g«°","CO",0.26,0.22,0.2,0.19,0.19,0.21,0.26,0.46,0.48,0.35,0.3,0.3,0.28,0.27,0.28,0.29,0.3,0.38,0.43,0.37,0.35,0.34,0.31,0.28
"2018/01/26","¤g«°","NOx",8.9,6.3,5.5,5.3,4.9,5.9,11,17,19,17,15,15,14,20,19,22,19,21,17,14,13,13,12,11
"2018/01/26","¤g«°","O3",36,38,38,38,39,37,32,26,26,29,30,32,32,30,29,26,28,26,27,30,29,29,31,31
"2018/01/26","¤g«°","PM10",11,12,11,9,9,10,7,5,11,15,14,16,20,20,15,9,10,16,16,11,8,8,11,20
"2018/01/26","¤g«°","SO2",0.6,1.5,1.4,1.4,1.4,2.1,2.9,1.9,1.8,2,1.9,1.6,3.8,2.6,2.9,4,2.2,2.3,1.5,1.4,1.3,1.5,1.2,1.3
"2018/01/27","¤g«°","CO",0.24,0.18,0.17,0.16,0.16,0.17,0.21,0.3,0.29,0.31,0.29,0.3,0.3,0.29,0.3,0.28,0.37,0.42,0.54,0.43,0.43,0.6,0.66,0.56
"2018/01/27","¤g«°","NOx",8.8,5.7,5.2,4.5,4.4,4.9,6.2,11,11,16,14,12,11,12,14,13,22,19,23,18,21,39,47,31
"2018/01/27","¤g«°","O3",34,36,36,37,35,36,36,31,32,31,33,34,35,35,34,32,25,27,22,22,16,3,2.9,3.5
"2018/01/27","¤g«°","PM10",21,12,15,15,10,8,9,12,15,17,22,26,20,13,12,13,11,13,12,11,11,13,20,20
"2018/01/27","¤g«°","SO2",1.4,1.4,1.4,1.5,1.3,1.4,1.4,1.8,1.5,1.8,1.7,1.4,1.5,1.4,1.5,1.6,1.6,1.5,1.7,1.7,1.6,2.1,2.9,3.2
"2018/01/28","¤g«°","CO",0.57,0.43,0.42,0.51,0.44,0.35,0.33,0.39,0.34,0.32,0.33,0.36,0.36,0.34,0.35,0.36,0.35,0.43,0.47,0.41,0.34,0.31,0.32,0.3
"2018/01/28","¤g«°","NOx",36,20,18,29,24,16,16,17,15,15,15,17,18,18,19,22,22,23,26,22,17,14,14,12
"2018/01/28","¤g«°","O3",2.4,5.9,5.1,2.1,3.9,12,14,13,15,17,17,17,16,18,20,17,18,17,13,16,20,24,25,29
"2018/01/28","¤g«°","PM10",19,23,26,30,36,45,52,41,25,20,20,23,21,12,11,11,10,12,13,13,11,9,9,9
"2018/01/28","¤g«°","SO2",2.8,1.3,1.2,1.7,2.3,2.3,2.3,2.7,1.6,1.4,1.6,1.1,1.2,1.1,1.3,1,1.1,0.8,1,0.9,0.9,0.9,0.8,0.8
"2018/01/29","¤g«°","CO",0.24,0.21,0.2,0.18,0.19,0.21,0.3,0.54,0.55,0.5,0.44,0.46,0.49,0.47,0.5,0.55,0.59,0.77,0.82,0.65,0.63,0.61,0.57,0.55
"2018/01/29","¤g«°","NOx",8,7.6,6.3,4.9,5.1,6.1,12,21,25,26,22,NA,20,18,18,21,19,25,26,18,19,18,17,14
"2018/01/29","¤g«°","O3",33,32,32,34,33,31,25,19,18,19,23,19,22,25,25,23,27,21,21,29,28,27,28,30
"2018/01/29","¤g«°","PM10",8,9,10,11,11,10,12,10,13,20,19,NA,26,23,20,21,24,27,29,29,28,24,24,25
"2018/01/29","¤g«°","SO2",1.4,0.4,0.2,0.3,0.3,0.3,0.4,0.5,0.5,0.7,0.4,NA,0.5,0.5,1.9,1.7,1.4,1.9,1.3,1.3,2.3,2.1,2.7,2.6
"2018/01/30","¤g«°","CO",0.5,0.37,0.29,0.26,0.24,0.25,0.32,0.56,0.61,0.5,0.35,0.37,0.4,0.4,0.38,0.36,0.39,0.56,0.7,0.66,0.59,0.58,0.55,0.49
"2018/01/30","¤g«°","NOx",11,9.2,7.1,6.3,6.9,6.2,13,24,28,26,17,17,18,20,21,20,20,25,29,28,24,25,23,19
"2018/01/30","¤g«°","O3",34,35,37,37,37,36,29,22,21,23,31,30,27,27,27,28,27,20,16,18,21,21,23,27
"2018/01/30","¤g«°","PM10",25,27,21,15,15,14,15,14,14,17,14,14,17,17,18,15,14,18,18,15,14,18,15,11
"2018/01/30","¤g«°","SO2",1.7,3.2,2.9,3.2,3.3,2.8,2.9,2.7,2.7,2.6,2.1,2.1,2.1,2.2,2.7,2.6,2.2,2.2,2.3,2.2,2.1,2.3,2.1,2
"2018/01/31","¤g«°","CO",0.48,0.37,0.35,0.34,0.3,0.3,0.36,0.63,0.8,0.58,0.52,0.42,0.4,0.44,0.43,0.42,0.49,0.56,0.56,0.49,0.42,0.42,0.4,0.47
"2018/01/31","¤g«°","NOx",16,10,8.7,8.5,8.6,8.2,12,21,30,24,24,17,15,17,22,21,27,27,25,23,21,20,17,15
"2018/01/31","¤g«°","O3",30,35,35,33,32,34,33,26,19,25,27,33,36,31,27,25,20,22,24,24,25,24,29,34
"2018/01/31","¤g«°","PM10",14,13,7,11,12,9,11,15,18,20,23,23,22,20,18,13,10,10,9,9,14,17,17,17
"2018/01/31","¤g«°","SO2",2.4,1.1,1,1.2,1.7,2.2,1.8,1.4,1.9,1.6,1.6,1.7,1.8,2.5,4.5,3.1,1.7,1.4,1.5,1.5,1.5,1.3,1.1,1.2
"2018/02/01","¤g«°","CO",0.47,0.56,0.57,0.56,0.54,0.57,0.71,0.96,0.94,1.19,1.05,0.91,0.81,0.64,0.6,0.67,0.63,0.79,1.03,0.83,0.61,0.53,0.56,0.46
